taskid,tweetid,text,date,username,category
389138,398534969821114368,RT @NASA_EO: RT @climatecentral: #Haiyan is one of strongest storms in world history. Set to assault #Philippines. http://t.co/66mpJ1eDdc”,Thu Nov 07 19:38:35 +0000 2013,riyel27,Relevant but Other
389138,398534969821114368,RT @NASA_EO: RT @climatecentral: #Haiyan is one of strongest storms in world history. Set to assault #Philippines. http://t.co/66mpJ1eDdc”,Thu Nov 07 19:38:35 +0000 2013,riyel27,Relevant but Other
389138,398534969821114368,RT @NASA_EO: RT @climatecentral: #Haiyan is one of strongest storms in world history. Set to assault #Philippines. http://t.co/66mpJ1eDdc”,Thu Nov 07 19:38:35 +0000 2013,riyel27,Relevant but Other
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Not Relevant / Skip
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Relevant but Other
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Not Relevant / Skip
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Infrastructure Damage
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Relevant but Other
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Relevant but Other
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Relevant but Other
389139,398534983700070400,RT @gmanews: #YolandaPH's outer rainband is now over Mindanao and Visayas. Winds could reach over 300kph. http://t.co/dPCumfTVh8 | via @raf…,Thu Nov 07 19:38:39 +0000 2013,kidium,Relevant but Other
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Not Relevant / Skip
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Relevant but Other
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Not Relevant / Skip
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Relevant but Other
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Relevant but Other
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Relevant but Other
389140,398534991195668480,"RT @EricHolthaus: My latest: Super Typhoon #YolandaPH, one of the strongest storms ever seen, is about to hit the Philippines http://t.co/D…",Thu Nov 07 19:38:40 +0000 2013,claucb2011,Relevant but Other
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Not Relevant / Skip
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Not Relevant / Skip
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Infrastructure Damage
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Infrastructure Damage
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Relevant but Other
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Relevant but Other
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Relevant but Other
389141,398534993137262592,I guess the fishpond is destroyed by now. Worried for the people who are manning the area.,Thu Nov 07 19:38:41 +0000 2013,CarmelaEHonrado,Relevant but Other
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Not Relevant / Skip
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Not Relevant / Skip
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Relevant but Other
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Relevant but Other
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Relevant but Other
389142,398534997016989696,Absolutely unbelievable satellite image of Super #Typhoon #Haiyan as it is now closing in on the Philippines: http://t.co/POzzsXqf6Q,Thu Nov 07 19:38:42 +0000 2013,JakeReedTV,Not Relevant / Skip
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Not Relevant / Skip
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Not Relevant / Skip
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Relevant but Other
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Relevant but Other
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Relevant but Other
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Relevant but Other
389143,398534998715674624,"RT @jonvicremulla: I am suspending classes in ALL Levels today, November 8, both Public and Private in the entire province of Cavite. #wala…",Thu Nov 07 19:38:42 +0000 2013,yhoyho11,Relevant but Other
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389144,398535001500684288,“@funnyorfact: I just wanna sleep for like 5 years 😴..”,Thu Nov 07 19:38:43 +0000 2013,curlyyychelle,Not Relevant / Skip
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Not Relevant / Skip
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Relevant but Other
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Not Relevant / Skip
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Requests for Help / Needs
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Relevant but Other
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Relevant but Other
389145,398535008291278848,"RT @ANCALERTS: (2/3)SIGNAL # 4: Southern Leyte, Biliran Province, Northern Cebu including Cebu City, Bantayan and Camotes Islands #YolandaPH",Thu Nov 07 19:38:45 +0000 2013,WeAreTheDi,Relevant but Other
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Not Relevant / Skip
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Relevant but Other
389146,398535010262601729,Better Fridays! This is Slide! On 'til 6! I'm heading home after this. #YolandaPH is scaring the crap out of me. Keep me company!,Thu Nov 07 19:38:45 +0000 2013,Jam883,Relevant but Other
389147,398535025848627200,"RT @typhoonfury: Save this image, truly historic warning from JTWC 170kts sustained, gusting 205kts #typhoon #YolandaPH #Haiyan http://t.co…",Thu Nov 07 19:38:49 +0000 2013,ramonpaquino,Not Relevant / Skip
389147,398535025848627200,"RT @typhoonfury: Save this image, truly historic warning from JTWC 170kts sustained, gusting 205kts #typhoon #YolandaPH #Haiyan http://t.co…",Thu Nov 07 19:38:49 +0000 2013,ramonpaquino,Not Relevant / Skip
389147,398535025848627200,"RT @typhoonfury: Save this image, truly historic warning from JTWC 170kts sustained, gusting 205kts #typhoon #YolandaPH #Haiyan http://t.co…",Thu Nov 07 19:38:49 +0000 2013,ramonpaquino,Relevant but Other
389147,398535025848627200,"RT @typhoonfury: Save this image, truly historic warning from JTWC 170kts sustained, gusting 205kts #typhoon #YolandaPH #Haiyan http://t.co…",Thu Nov 07 19:38:49 +0000 2013,ramonpaquino,Relevant but Other
389147,398535025848627200,"RT @typhoonfury: Save this image, truly historic warning from JTWC 170kts sustained, gusting 205kts #typhoon #YolandaPH #Haiyan http://t.co…",Thu Nov 07 19:38:49 +0000 2013,ramonpaquino,Not Relevant / Skip
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Not Relevant / Skip
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Not Relevant / Skip
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Not Relevant / Skip
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Relevant but Other
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Not Relevant / Skip
389148,398535029695217664,"RT @weatherchannel: RT @GregPostel: The eyewall of a Cat 5 is a tempestuous place, one that very few have ever experienced. #Haiyan http://…",Thu Nov 07 19:38:50 +0000 2013,HounddogsKerr,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389149,398535036477374464,Worried about #Haiyan Philippines 🙏,Thu Nov 07 19:38:51 +0000 2013,Lelinhaocean,Not Relevant / Skip
389150,398535039858012160,Yolanda is getting stronger! God save us! #yolandaph,Thu Nov 07 19:38:52 +0000 2013,deartetelieee,Not Relevant / Skip
389150,398535039858012160,Yolanda is getting stronger! God save us! #yolandaph,Thu Nov 07 19:38:52 +0000 2013,deartetelieee,Not Relevant / Skip
389150,398535039858012160,Yolanda is getting stronger! God save us! #yolandaph,Thu Nov 07 19:38:52 +0000 2013,deartetelieee,Relevant but Other
389150,398535039858012160,Yolanda is getting stronger! God save us! #yolandaph,Thu Nov 07 19:38:52 +0000 2013,deartetelieee,Requests for Help / Needs
389150,398535039858012160,Yolanda is getting stronger! God save us! #yolandaph,Thu Nov 07 19:38:52 +0000 2013,deartetelieee,Not Relevant / Skip
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Not Relevant / Skip
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Not Relevant / Skip
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Relevant but Other
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Infrastructure Damage
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Relevant but Other
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Relevant but Other
389151,398535039941496833,"RT @MakatiTraffic: ADVISORY: Classes in Pre-School to High School (both public &amp; private) are suspended today Nov. 8, 2013. #MakatiTraffic …",Thu Nov 07 19:38:52 +0000 2013,MissGuiaPaula,Relevant but Other
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Not Relevant / Skip
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Not English
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Relevant but Other
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Not Relevant / Skip
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Not Relevant / Skip
389152,398535053778501632,"Ramdam ko na si #YolandaPH #Haiyan, So cold!!! Grrrr... -___- #PrayForThePhilippines",Thu Nov 07 19:38:55 +0000 2013,YouMentionNeil,Not Relevant / Skip
389153,398535057570156544,"Praying for everyone's safety amidst the super storm back home #YolandaPH #PrayForThePhilippines , stay safe my dear family and friends",Thu Nov 07 19:38:56 +0000 2013,nette323,Not Relevant / Skip
389153,398535057570156544,"Praying for everyone's safety amidst the super storm back home #YolandaPH #PrayForThePhilippines , stay safe my dear family and friends",Thu Nov 07 19:38:56 +0000 2013,nette323,Not Relevant / Skip
389153,398535057570156544,"Praying for everyone's safety amidst the super storm back home #YolandaPH #PrayForThePhilippines , stay safe my dear family and friends",Thu Nov 07 19:38:56 +0000 2013,nette323,Relevant but Other
389153,398535057570156544,"Praying for everyone's safety amidst the super storm back home #YolandaPH #PrayForThePhilippines , stay safe my dear family and friends",Thu Nov 07 19:38:56 +0000 2013,nette323,Not Relevant / Skip
389153,398535057570156544,"Praying for everyone's safety amidst the super storm back home #YolandaPH #PrayForThePhilippines , stay safe my dear family and friends",Thu Nov 07 19:38:56 +0000 2013,nette323,Not Relevant / Skip
389154,398535062053875712,Good night,Thu Nov 07 19:38:57 +0000 2013,qwertophe,Not Relevant / Skip
389154,398535062053875712,Good night,Thu Nov 07 19:38:57 +0000 2013,qwertophe,Not Relevant / Skip
389154,398535062053875712,Good night,Thu Nov 07 19:38:57 +0000 2013,qwertophe,Not Relevant / Skip
389154,398535062053875712,Good night,Thu Nov 07 19:38:57 +0000 2013,qwertophe,Not Relevant / Skip
389154,398535062053875712,Good night,Thu Nov 07 19:38:57 +0000 2013,qwertophe,Not Relevant / Skip
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Not Relevant / Skip
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Not Relevant / Skip
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Relevant but Other
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Relevant but Other
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Not Relevant / Skip
389155,398535069742018560,Something so destructive but beautiful at the same time: http://t.co/MyhcLeus73 #Haiyan,Thu Nov 07 19:38:59 +0000 2013,darwinism,Relevant but Other
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389156,398535076465885184,More nerdy effects pedals- this #DuckHunt one belongs to @HawkJonesBand. #SanJose #rockage #HawkJones… http://t.co/5pEUP0h2RY,Thu Nov 07 19:39:01 +0000 2013,fanali,Not Relevant / Skip
389157,398535080693342208,RT @redcrosscanada: Philippines Red Cross preparing for Typhoon Haiyan #YolandaPH http://t.co/TdVfozLbvy via @philredcross,Thu Nov 07 19:39:02 +0000 2013,RedCrossBC,Not Relevant / Skip
389157,398535080693342208,RT @redcrosscanada: Philippines Red Cross preparing for Typhoon Haiyan #YolandaPH http://t.co/TdVfozLbvy via @philredcross,Thu Nov 07 19:39:02 +0000 2013,RedCrossBC,Not Relevant / Skip
389157,398535080693342208,RT @redcrosscanada: Philippines Red Cross preparing for Typhoon Haiyan #YolandaPH http://t.co/TdVfozLbvy via @philredcross,Thu Nov 07 19:39:02 +0000 2013,RedCrossBC,Requests for Help / Needs
389157,398535080693342208,RT @redcrosscanada: Philippines Red Cross preparing for Typhoon Haiyan #YolandaPH http://t.co/TdVfozLbvy via @philredcross,Thu Nov 07 19:39:02 +0000 2013,RedCrossBC,Requests for Help / Needs
389157,398535080693342208,RT @redcrosscanada: Philippines Red Cross preparing for Typhoon Haiyan #YolandaPH http://t.co/TdVfozLbvy via @philredcross,Thu Nov 07 19:39:02 +0000 2013,RedCrossBC,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Not Relevant / Skip
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Not Relevant / Skip
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Not Relevant / Skip
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389158,398535092089671680,RT @afreedma: The eye of Super Typhoon #Haiyan now only 56 miles out from first encounter with Philipines. https://t.co/h69nbAimbG #Yolanda…,Thu Nov 07 19:39:05 +0000 2013,JaniceDean,Relevant but Other
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Not Relevant / Skip
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Not Relevant / Skip
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Relevant but Other
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Relevant but Other
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Not Relevant / Skip
389159,398535114637860864,RT @WxBeck: Incredible high-res satellite loop of #Haiyan. http://t.co/T4e5qMUNju,Thu Nov 07 19:39:10 +0000 2013,MarshallMoss,Relevant but Other
